TITLE,DB,ISSN,e-ISSN,ISBN,e-ISBN,TITLE,DB,ISSN,e-ISSN,ISBN,e-ISBN,TITLE,DB,ISSN,e-ISSN,ISBN,e-ISBN,TITLE,DB,ISSN,e-ISSN,ISBN,e-ISBN,TITLE,DB,ISSN,e-ISSN,ISBN,e-ISBN,TITLE,DB,ISSN,e-ISSN,ISBN,e-ISBN,TITLE,DB,ISSN,e-ISSN,ISBN,e-ISBN
Information Systems Journal,J,1350-1917,,,,Information Systems Journal,L,1350-1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Information Systems Management,J,1058-0530,,,,Information Systems Management,L,1058-0530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Information Systems Research,J,1047-7047,,,,Information Systems Research,L,1047-7047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Information Technologies & International Development,J,1544-7529,,,,Information Technologies & International Development,L,1544-7529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Information World Review,J,0950-9879,,,,Information World Review,L,0950-9879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intel Technology Journal,J,1535-864X,,,,Intel Technology Journal,L,1535-864X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intellectual Property & Technology Law Journal,J,1534-3618,,,,Intellectual Property & Technology Law Journal,L,1534-3618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Intelligent Systems in Accounting, Finance & Management",J,1055-615X,,,,"Intelligent Systems in Accounting, Finance & Management",L,1055-615X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interavia Business & Technology,J,1423-3215,,,,Interavia Business & Technology,L,1423-3215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interfaces,E,0092-2102,,,,Interfaces,J,0092-2102,,,,Interfaces,L,0092-2102,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Journal of Advertising,L,0265-0487,,,,International Journal of Advertising,R,0265-0487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Journal of Computer Integrated Manufacturing,J,0951-192X,,,,International Journal of Computer Integrated Manufacturing,L,0951-192X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Journal of Intelligent Systems in Accounting Finance & Management,J,1550-1949,,,,International Journal of Intelligent Systems in Accounting Finance & Management,L,1550-1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Journal of Organizational Analysis (1993 - 2002),E,1055-3185,,,,International Journal of Organizational Analysis (1993 - 2002),L,1055-3185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Journal of Organizational Analysis (2003),E,1055-3185,,,,International Journal of Organizational Analysis (2003),L,1055-3185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Internet Business,J,1366-2821,,,,Internet Business,L,1366-2821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Advertising,L,0091-3367,,,,Journal of Advertising,R,0091-3367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Behavioral Finance,E,1542-7560,,,,Journal of Behavioral Finance,L,1542-7560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Business Communication,L,0021-9436,,,,Journal of Business Communication,R,0021-9436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Composites for Construction,J,1090-0268,,,,Journal of Composites for Construction,L,1090-0268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Computer Information Systems,J,0887-4417,,,,Journal of Computer Information Systems,L,0887-4417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Consumer Behaviour,E,1472-0817,,,,Journal of Consumer Behaviour,L,1472-0817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Consumer Research,L,0093-5301,,,,Journal of Consumer Research,R,0093-5301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Current Issues & Research in Advertising (CTC Press),L,1064-1734,,,,Journal of Current Issues & Research in Advertising (CTC Press),R,1064-1734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Dairy Science,K,0022-0302,,,,Journal of Dairy Science,L,0022-0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Economic & Social Measurement,L,0747-9662,,,,Journal of Economic & Social Measurement,Q,0747-9662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Employment Discrimination Law,L,1528-1337,,,,Journal of Employment Discrimination Law,Q,1528-1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Health Care Marketing,K,0737-3252,,,,Journal of Health Care Marketing,L,0737-3252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Internet Law,J,1094-2904,,,,Journal of Internet Law,L,1094-2904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Korean Society for Internet Information,J,1598-0170,,,,Journal of Korean Society for Internet Information,L,1598-0170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Management Information Systems,J,0742-1222,,,,Journal of Management Information Systems,L,0742-1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Managerial Issues,E,1045-3695,,,,Journal of Managerial Issues,L,1045-3695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Marketing,L,0022-2429,,,,Journal of Marketing,R,0022-2429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Marketing Communications,L,1352-7266,,,,Journal of Marketing Communications,R,1352-7266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Marketing Research (JMR),L,0022-2437,,,,Journal of Marketing Research (JMR),R,0022-2437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Media Business Studies,L,1652-2354,,,,Journal of Media Business Studies,R,1652-2354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Media Economics,L,0899-7764,,,,Journal of Media Economics,R,0899-7764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Policy Analysis & Management,K,0276-8739,,,,Journal of Policy Analysis & Management,L,0276-8739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Psychology & Financial Markets,E,1520-8834,,,,Journal of Psychology & Financial Markets,L,1520-8834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Public Policy & Marketing,L,0743-9156,,,,Journal of Public Policy & Marketing,R,0743-9156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Public Relations Research,L,1062-726X,,,,Journal of Public Relations Research,R,1062-726X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of the Academy of Marketing Science,L,0092-0703,,,,Journal of the Academy of Marketing Science,R,0092-0703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of the Association for Information Systems,J,1536-9323,,,,Journal of the Association for Information Systems,L,1536-9323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of the IGPL,J,,,,,Journal of the IGPL,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of the Royal Statistical Society: Series B (Statistical Methodology),J,1369-7412,,,,Journal of the Royal Statistical Society: Series B (Statistical Methodology),L,1369-7412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of the Royal Statistical Society: Series C (Applied Statistics),J,0035-9254,,,,Journal of the Royal Statistical Society: Series C (Applied Statistics),L,0035-9254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAN Product News,J,,,,,LAN Product News,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leadership Quarterly,E,1048-9843,,,,Leadership Quarterly,L,1048-9843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lifetime Data Analysis,K,1380-7870,,,,Lifetime Data Analysis,L,1380-7870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lightwave,J,0741-5834,,,,Lightwave,L,0741-5834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link-Up,J,0739-988X,,,,Link-Up,L,0739-988X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logic Journal of the IGPL,J,1367-0751,,,,Logic Journal of the IGPL,L,1367-0751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing Health Services,K,1094-1304,,,,Marketing Health Services,L,1094-1304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marketing Science,L,0732-2399,,,,Marketing Science,R,0732-2399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Material Handling & Logistics,J,2157-0302,,,,Material Handling & Logistics,L,2157-0302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Material Handling Engineering,J,0025-5262,,,,Material Handling Engineering,L,0025-5262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Material Handling Management,J,1529-4897,,,,Material Handling Management,L,1529-4897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Materials Management in Health Care,K,1059-4531,,,,Materials Management in Health Care,L,1059-4531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathematical Methods of Operations Research,J,1432-2994,,,,Mathematical Methods of Operations Research,L,1432-2994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathematics of Operations Research,J,0364-765X,,,,Mathematics of Operations Research,L,0364-765X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Medicare & Medicaid Research Review,K,2159-0354,,,,Medicare & Medicaid Research Review,L,2159-0354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Memory & Cognition,K,0090-502X,,,,Memory & Cognition,L,0090-502X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metal Producing & Processing,J,1547-1411,,,,Metal Producing & Processing,L,1547-1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metalworking Production,J,0026-1033,,,,Metalworking Production,L,0026-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIS Quarterly,J,0276-7783,,,,MIS Quarterly,L,0276-7783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Radio Technology,J,0745-7626,,,,Mobile Radio Technology,L,0745-7626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modem Users News,J,,,,,Modem Users News,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modern Machine Shop,J,0026-8003,,,,Modern Machine Shop,L,0026-8003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modern Materials Handling,J,0026-8038,,,,Modern Materials Handling,L,0026-8038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MWP,J,0026-1033,,,,MWP,L,0026-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network World,J,0887-7661,,,,Network World,L,0887-7661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Media Age,J,,,,,New Media Age,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Steel,J,1074-1690,,,,New Steel,L,1074-1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"New Technology, Work & Employment",J,0268-1072,,,,"New Technology, Work & Employment",L,0268-1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Offshore,J,0030-0608,,,,Offshore,L,0030-0608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organizational Analysis (15517470),E,1551-7470,,,,Organizational Analysis (15517470),L,1551-7470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oxford Journal of Legal Studies,L,0143-6503,,,,Oxford Journal of Legal Studies,S,0143-6503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC Business Products,J,,,,,PC Business Products,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Penton's Welding Magazine,J,1935-5572,,,,Penton's Welding Magazine,L,1935-5572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personnel Journal,E,0031-5745,,,,Personnel Journal,L,0031-5745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Personnel Psychology,E,0031-5826,,,,Personnel Psychology,L,0031-5826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pharmaceutical Development & Technology,K,1083-7450,,,,Pharmaceutical Development & Technology,L,1083-7450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physician Executive,K,0898-2759,,,,Physician Executive,L,0898-2759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Physician Leadership Journal,K,2374-4030,,,,Physician Leadership Journal,L,2374-4030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipeline & Gas Journal,J,0032-0188,,,,Pipeline & Gas Journal,L,0032-0188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Design,J,1086-1300,,,,Portable Design,L,1086-1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Power Electronics Technology,J,1540-2800,,,,Power Electronics Technology,L,1540-2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPI: Pulp & Paper International,J,0033-409X,,,,PPI: Pulp & Paper International,L,0033-409X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared Foods,J,0747-2536,,,,Prepared Foods,L,0747-2536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Presentations,J,1072-7531,,,,Presentations,L,1072-7531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Process Engineering,J,0370-1859,,,,Process Engineering,L,0370-1859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Production Machining,J,1548-4378,,,,Production Machining,L,1548-4378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Productivity Software,J,1040-1482,,,,Productivity Software,L,1040-1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Products Finishing,J,0032-9940,,,,Products Finishing,L,0032-9940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Psychology & Marketing,L,0742-6046,,,,Psychology & Marketing,R,0742-6046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Opinion Quarterly,L,0033-362X,,,,Public Opinion Quarterly,Q,0033-362X,,,,Public Opinion Quarterly,R,0033-362X,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Relations Quarterly,L,0033-3700,,,,Public Relations Quarterly,R,0033-3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Public Relations Research Annual,L,1042-1408,,,,Public Relations Research Annual,R,1042-1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulp & Paper,J,0033-4081,,,,Pulp & Paper,L,0033-4081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quality,J,0360-9936,,,,Quality,L,0360-9936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quality Assurance,K,1052-9411,,,,Quality Assurance,L,1052-9411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R&D Magazine,J,0746-9179,,,,R&D Magazine,L,0746-9179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCR Wireless News,J,1533-0796,,,,RCR Wireless News,L,1533-0796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Review of Social Economy,L,0034-6764,,,,Review of Social Economy,Q,0034-6764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Risk Analysis: An International Journal,K,0272-4332,,,,Risk Analysis: An International Journal,L,0272-4332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salud Pública de México,K,0036-3634,,,,Salud Pública de México,L,0036-3634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SC Magazine: For IT Security Professionals (UK Edition),J,1479-9200,,,,SC Magazine: For IT Security Professionals (UK Edition),L,1479-9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seybold Report on Desktop Publishing,J,0889-9762,,,,Seybold Report on Desktop Publishing,L,0889-9762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seybold Report on Publishing Systems,J,0736-7260,,,,Seybold Report on Publishing Systems,L,0736-7260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siliconindia,J,1091-9503,,,,Siliconindia,L,1091-9503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanford Social Innovation Review,L,1542-7099,,,,Stanford Social Innovation Review,Q,1542-7099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Statistical Methods & Applications,J,1618-2510,,,,Statistical Methods & Applications,L,1618-2510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supply Chain Europe,J,1742-447X,,,,Supply Chain Europe,L,1742-447X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T & P: Tooling & Production,J,0040-9243,,,,T & P: Tooling & Production,L,0040-9243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Target: On the Web,J,,,,,Target: On the Web,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telecom Asia,J,1681-181X,,,,Telecom Asia,L,1681-181X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Telephone IP News,J,0739-8654,,,,Telephone IP News,L,0739-8654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Telecom Magazine,J,1740-1267,,,,Total Telecom Magazine,L,1740-1267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Telecom+,J,,,,,Total Telecom+,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transportation Quarterly,J,0278-9434,,,,Transportation Quarterly,L,0278-9434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trustee,K,0041-3674,,,,Trustee,L,0041-3674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVB Europe,J,1461-4197,,,,TVB Europe,L,1461-4197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Urgent Communications,J,1945-4384,,,,Urgent Communications,L,1945-4384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
User Modeling & User-Adapted Interaction,J,0924-1868,,,,User Modeling & User-Adapted Interaction,L,0924-1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vision Systems Design,J,1089-3709,,,,Vision Systems Design,L,1089-3709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste Age,J,0043-1001,,,,Waste Age,L,0043-1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste360,J,,,,,Waste360,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waste360 (2329-6976),J,2329-6976,,,,Waste360 (2329-6976),L,2329-6976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welding Design & Fabrication,J,0043-2253,,,,Welding Design & Fabrication,L,0043-2253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Welding Design & Fabrication (21512663),J,2151-2663,,,,Welding Design & Fabrication (21512663),L,2151-2663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Windows IT Security,J,1555-4686,,,,Windows IT Security,L,1555-4686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wireless Asia,J,1681-1399,,,,Wireless Asia,L,1681-1399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wireless Design & Development,J,1076-4240,,,,Wireless Design & Development,L,1076-4240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wireless Week,J,1085-0473,,,,Wireless Week,L,1085-0473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wood & Wood Products,J,0043-7662,,,,Wood & Wood Products,L,0043-7662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wood Products,J,2327-7823,,,,Wood Products,L,2327-7823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Broadcast Engineering,J,1529-5052,,,,World Broadcast Engineering,L,1529-5052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Broadcast News,J,1050-012X,,,,World Broadcast News,L,1050-012X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Oil,J,0043-8790,,,,World Oil,L,0043-8790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Wastes,J,1064-8429,,,,World Wastes,L,1064-8429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worldwide Databases,J,,,,,Worldwide Databases,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziff Davis Smart Business,J,1535-9891,,,,Ziff Davis Smart Business,L,1535-9891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziff Davis Smart Business for the New Economy,J,1528-4034,,,,Ziff Davis Smart Business for the New Economy,L,1528-4034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Hardware Industry Profile: Asia-Pacific,J,,,,,Computer Hardware Industry Profile: Asia-Pacific,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Hardware Industry Profile: Belgium,J,,,,,Computer Hardware Industry Profile: Belgium,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Hardware Industry Profile: Canada,J,,,,,Computer Hardware Industry Profile: Canada,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Hardware Industry Profile: China,J,,,,,Computer Hardware Industry Profile: China,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Hardware Industry Profile: Europe,J,,,,,Computer Hardware Industry Profile: Europe,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Hardware Industry Profile: France,J,,,,,Computer Hardware Industry Profile: France,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Hardware Industry Profile: Germany,J,,,,,Computer Hardware Industry Profile: Germany,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Hardware Industry Profile: Global,J,,,,,Computer Hardware Industry Profile: Global,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Hardware Industry Profile: Italy,J,,,,,Computer Hardware Industry Profile: Italy,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Hardware Industry Profile: Japan,J,,,,,Computer Hardware Industry Profile: Japan,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Hardware Industry Profile: Spain,J,,,,,Computer Hardware Industry Profile: Spain,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Hardware Industry Profile: the Netherlands,J,,,,,Computer Hardware Industry Profile: the Netherlands,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Hardware Industry Profile: United Kingdom,J,,,,,Computer Hardware Industry Profile: United Kingdom,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computer Hardware Industry Profile: United States,J,,,,,Computer Hardware Industry Profile: United States,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-Forecasting,J,,,,,E-Forecasting,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning About Corporate Social Responsibility,L,,,,,Learning About Corporate Social Responsibility,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concepts & Transformation,Q,1384-6639,,,,Concepts & Transformation,R,1384-6639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Critical Discourse Studies,R,1740-5904,,,,Critical Discourse Studies,S,1740-5904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health Communication,K,1041-0236,,,,Health Communication,R,1041-0236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Historical Journal of Film, Radio & Television",R,0143-9685,,,,"Historical Journal of Film, Radio & Television",S,0143-9685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Information & Communications Technology Law,J,1360-0834,,,,Information & Communications Technology Law,R,1360-0834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
International Journal of Media & Cultural Politics,Q,1740-8296,,,,International Journal of Media & Cultural Politics,R,1740-8296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Communication & Religion,R,0894-2838,,,,Journal of Communication & Religion,S,0894-2838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Health Communication,K,1081-0730,,,,Journal of Health Communication,R,1081-0730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Psycholinguistic Research,K,0090-6905,,,,Journal of Psycholinguistic Research,R,0090-6905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Sociolinguistics,Q,1360-6441,,,,Journal of Sociolinguistics,R,1360-6441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Speech & Hearing Research,K,0022-4685,,,,Journal of Speech & Hearing Research,R,0022-4685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Visual Literacy,R,1051-144X,,,,Journal of Visual Literacy,S,1051-144X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linguistics & Philosophy,R,0165-0157,,,,Linguistics & Philosophy,S,0165-0157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mass Communication & Society,Q,1520-5436,,,,Mass Communication & Society,R,1520-5436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philosophy & Rhetoric,R,0031-8213,,,,Philosophy & Rhetoric,S,0031-8213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quill,R,0033-6475,,,,Quill,S,0033-6475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radio Journal: International Studies in Broadcast & Audio Media,Q,1476-4504,,,,Radio Journal: International Studies in Broadcast & Audio Media,R,1476-4504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russian Linguistics,R,0304-3487,,,,Russian Linguistics,S,0304-3487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Computers & the Humanities,J,0010-4817,,,,Computers & the Humanities,S,0010-4817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Human IT,J,1402-151X,,,,Human IT,S,1402-151X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Digital Imaging,J,0897-1889,,,,Journal of Digital Imaging,K,0897-1889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Materials Science: Materials in Medicine,J,0957-4530,,,,Journal of Materials Science: Materials in Medicine,K,0957-4530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal of Technology in Human Services,J,1522-8835,,,,Journal of Technology in Human Services,Q,1522-8835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Language Resources & Evaluation,J,1574-020X,,,,Language Resources & Evaluation,S,1574-020X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Network: Computation in Neural Systems,J,0954-898X,,,,Network: Computation in Neural Systems,K,0954-898X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Building Feminist Movements: Global Perspectives,Q,,,,,Building Feminist Movements: Global Perspectives,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
